Month,DrugCode,ForecastDemand,CurrentStock,Surplus,ShelfLifeDays,LeadTimeDays,UnitCost,WastageRate,Season,RiskLabel
2026-12,M01AE,808.93,1201.5,392.57,897,78,88.23,0.08,Winter,Surplus
2026-12,N02BA,1203.49,994.39,-209.1,993,62,26.37,0.08,Winter,Balanced
2026-12,N02BE,552.32,648.42,96.1,1081,42,42.5,0.24,Winter,Balanced
2026-12,N05B,245.98,207.27,-38.71,472,28,97.17,0.09,Winter,Balanced
2026-12,N05C,858.21,1118.94,260.73,542,70,116.35,0.15,Winter,Surplus
2026-12,R03,241.8,271.78,29.98,201,66,97.82,0.02,Winter,Balanced
2026-12,R06,705.59,569.03,-136.56,914,61,11.87,0.13,Winter,Balanced
2027-01,M01AB,703.89,862.27,158.38,777,24,133.61,0.23,Winter,Surplus
2027-01,M01AE,1297.44,1055.95,-241.49,920,45,112.73,0.23,Winter,Balanced
2027-01,N02BA,1412.42,728.56,-683.86,1070,88,94.44,0.2,Winter,Shortage
2027-01,N02BE,852.58,1012.05,159.47,533,77,23.84,0.24,Winter,Balanced
2027-01,N05B,211.15,253.07,41.92,276,68,180.71,0.27,Winter,Balanced
2027-01,N05C,1232.25,1244.75,12.51,678,66,98.18,0.19,Winter,Balanced
2027-01,R03,367.85,387.22,19.37,882,83,132.5,0.04,Winter,Balanced
2027-01,R06,869.19,595.63,-273.56,823,73,44.13,0.05,Winter,Shortage
2027-02,M01AB,1243.8,977.26,-266.54,511,78,111.97,0.11,Winter,Shortage
2027-02,M01AE,1184.9,891.99,-292.91,995,9,178.85,0.1,Winter,Shortage
2027-02,N02BA,1102.31,1183.03,80.71,926,68,197.71,0.01,Winter,Balanced
2027-02,N02BE,401.39,409.45,8.06,685,28,150.46,0.19,Winter,Balanced
2027-02,N05B,912.41,505.03,-407.38,589,83,46.8,0.08,Winter,Shortage
2027-02,N05C,844.88,591,-253.88,1009,64,47.8,0.28,Winter,Shortage
2027-02,R03,1418.66,1574.63,155.97,404,65,118.19,0,Winter,Balanced
2027-02,R06,1165.6,1401.62,236.02,976,8,152.2,0.15,Winter,Surplus
2027-03,M01AB,1065,1528.46,463.46,587,88,34.56,0.01,Spring,Surplus
2027-03,M01AE,330.54,277.79,-52.75,1025,89,123.22,0.27,Spring,Balanced
2027-03,N02BA,779.49,780.48,0.99,560,58,56.05,0.26,Spring,Balanced
2027-03,N02BE,1394.72,2087.06,692.34,133,81,90.08,0.07,Spring,Surplus
2027-03,N05B,102.93,126.05,23.12,1063,63,38.23,0.28,Spring,Surplus
2027-03,N05C,1052.57,1169.16,116.59,131,68,11.58,0.17,Spring,Balanced
2027-03,R03,987.73,702.06,-285.67,595,46,185.86,0.12,Spring,Shortage
2027-03,R06,127.26,66.07,-61.19,281,60,17.97,0.08,Spring,Shortage
2027-04,M01AB,645.32,511.42,-133.89,238,72,133.74,0.28,Spring,Shortage
2027-04,M01AE,420.28,467.13,46.85,236,62,63.85,0.25,Spring,Balanced
2027-04,N02BA,1422.33,1969.72,547.39,669,55,56.68,0.29,Spring,Surplus
2027-04,N02BE,45.12,54.87,9.75,194,66,198.03,0.09,Spring,Surplus
2027-04,N05B,529.76,306.7,-223.06,885,7,18.25,0.3,Spring,Shortage
2027-04,N05C,825.27,1225.4,400.13,561,86,90.84,0.06,Spring,Surplus
2027-04,R03,272.38,201.56,-70.82,273,82,54.95,0.1,Spring,Shortage
2027-04,R06,689.7,974.71,285.01,668,30,94.46,0.2,Spring,Surplus
2027-05,M01AB,1134.23,1422.18,287.94,99,89,180.92,0.25,Spring,Surplus
2027-05,M01AE,1142.86,634.98,-507.88,360,41,42.88,0.2,Spring,Shortage
2027-05,N02BA,634.46,572.54,-61.92,440,56,179.16,0.27,Spring,Balanced
2027-05,N02BE,491.4,585.29,93.88,218,72,37.33,0.1,Spring,Balanced
2027-05,N05B,662.04,881.14,219.1,815,68,97.42,0.04,Spring,Surplus
2027-05,N05C,1032.77,1497.41,464.64,967,58,146.91,0.19,Spring,Surplus
2027-05,R03,887.9,790.34,-97.56,159,53,3.53,0.17,Spring,Balanced
2027-05,R06,185.6,254.84,69.23,961,29,140.09,0.12,Spring,Surplus
2027-06,M01AB,854.05,1232.11,378.05,801,81,160.3,0.03,Summer,Surplus
2027-06,M01AE,877.98,846.36,-31.62,145,65,196.12,0.06,Summer,Balanced
2027-06,N02BA,128.83,141.05,12.22,538,66,123.58,0.26,Summer,Balanced
2027-06,N02BE,357.9,491.44,133.54,806,78,59.62,0.28,Summer,Surplus
2027-06,N05B,1233.55,1830.05,596.5,546,64,86.53,0.1,Summer,Surplus
2027-06,N05C,104.01,57.5,-46.52,677,7,91.86,0.07,Summer,Shortage
2027-06,R03,932.54,702.07,-230.47,280,60,179.6,0.22,Summer,Shortage
2027-06,R06,142.37,198.73,56.36,297,14,32.08,0.02,Summer,Surplus
2027-07,M01AB,849.25,557.14,-292.11,255,87,71.99,0.27,Summer,Shortage
2027-07,M01AE,861.56,588.16,-273.4,161,67,115.51,0.23,Summer,Shortage
2027-07,N02BA,1178.81,914.47,-264.34,764,66,24.17,0.28,Summer,Shortage
2027-07,N02BE,1035.28,1067.97,32.69,115,53,95.38,0.12,Summer,Balanced
2027-07,N05B,266.99,308.75,41.76,235,10,112.66,0.21,Summer,Balanced
2027-07,N05C,130.62,119.87,-10.75,976,21,122.75,0.28,Summer,Balanced
2027-07,R03,1002.81,578.43,-424.39,1004,26,110.36,0.12,Summer,Shortage
2027-07,R06,1255.46,1650.51,395.06,406,23,179.9,0.29,Summer,Surplus
2027-08,M01AB,682.85,853.58,170.73,1055,64,107.79,0.08,Summer,Surplus
2027-08,M01AE,348.93,274.96,-73.97,897,65,6.32,0.27,Summer,Shortage
2027-08,N02BA,259.74,187.03,-72.7,953,72,111.63,0.07,Summer,Shortage
2027-08,N02BE,768.57,946.48,177.91,290,51,167.38,0.02,Summer,Surplus
2027-08,N05B,712.98,627.15,-85.83,214,63,57.5,0.03,Summer,Balanced
2027-08,N05C,492.79,267.61,-225.18,974,45,146.43,0.25,Summer,Shortage
2027-08,R03,245.26,326.92,81.65,991,62,169.01,0.13,Summer,Surplus
2027-08,R06,587.19,830.91,243.72,377,24,50.28,0.16,Summer,Surplus
2027-09,M01AB,433.35,607.37,174.02,95,69,54.76,0,Autumn,Surplus
2027-09,M01AE,1468.18,2151.98,683.8,541,87,145.81,0.1,Autumn,Surplus
2027-09,N02BA,1016.51,1326.98,310.47,623,71,80.34,0.23,Autumn,Surplus
2027-09,N02BE,420.91,627.3,206.39,604,15,120.9,0.2,Autumn,Surplus
2027-09,N05B,1041.43,646.09,-395.34,322,79,36.65,0.19,Autumn,Shortage
2027-09,N05C,357.33,288.45,-68.89,345,36,155.37,0.04,Autumn,Balanced
2027-09,R03,861.17,811.44,-49.73,675,84,144.98,0.21,Autumn,Balanced
2027-09,R06,530.6,692.41,161.81,114,84,32.35,0.1,Autumn,Surplus
2027-10,M01AB,142.91,105.04,-37.87,686,27,189.68,0.09,Autumn,Shortage
2027-10,M01AE,418.84,326.65,-92.19,347,82,7.67,0.28,Autumn,Shortage
2027-10,N02BA,344.14,316.61,-27.53,844,24,171.66,0.22,Autumn,Balanced
2027-10,N02BE,1421.73,1822.11,400.38,580,53,49.95,0.21,Autumn,Surplus
2027-10,N05B,565.25,602.67,37.43,847,8,12.85,0.16,Autumn,Balanced
2027-10,N05C,862.13,1078.91,216.78,792,52,39.29,0.03,Autumn,Surplus
2027-10,R03,633.43,420.18,-213.25,152,87,45.6,0.25,Autumn,Shortage
2027-10,R06,1397.69,832.13,-565.56,885,53,174.2,0.03,Autumn,Shortage
2027-11,M01AB,340.36,426.28,85.93,1094,58,98.76,0.13,Autumn,Surplus
2027-11,M01AE,521.57,466.58,-54.99,1031,58,32.69,0.17,Autumn,Balanced
2027-11,N02BA,1213.99,1529.82,315.83,374,26,146.91,0.1,Autumn,Surplus
2027-11,N02BE,629.34,393.69,-235.65,235,75,165.56,0.18,Autumn,Shortage
2027-11,N05B,526.17,685.52,159.35,516,68,195.22,0.1,Autumn,Surplus
2027-11,N05C,525.85,426.94,-98.91,930,25,129.8,0.26,Autumn,Balanced
2027-11,R03,1192.07,764.24,-427.82,377,10,21.57,0.01,Autumn,Shortage
2027-11,R06,994.89,1029.86,34.97,367,64,7.47,0.3,Autumn,Balanced
2027-12,M01AB,74.13,70.02,-4.11,696,13,23.9,0.05,Winter,Balanced
2027-12,M01AE,547.15,690.33,143.18,942,67,127.76,0.3,Winter,Surplus
2027-12,N02BA,1158.97,1082.9,-76.07,227,8,123.95,0.2,Winter,Balanced
2027-12,N02BE,766.05,877.02,110.97,512,37,137.97,0.25,Winter,Balanced
2027-12,N05B,847.6,1084.52,236.92,499,56,51.09,0.14,Winter,Surplus
2027-12,N05C,753.58,523.75,-229.84,648,59,153.19,0.08,Winter,Shortage
2027-12,R03,1302.38,785.13,-517.25,499,81,195.84,0.2,Winter,Shortage
2027-12,R06,1274.92,1050.96,-223.97,579,33,119.05,0.18,Winter,Balanced
2028-01,M01AB,1033.32,1111.19,77.87,119,44,29.11,0.01,Winter,Balanced
2028-01,M01AE,712.18,1027.72,315.54,826,83,132.4,0.2,Winter,Surplus
2028-01,N02BA,399.09,459.12,60.03,326,28,24.84,0.21,Winter,Balanced
2028-01,N02BE,196.76,294.53,97.77,249,72,82.57,0.04,Winter,Surplus
2028-01,N05B,70.93,79.64,8.71,594,54,6.06,0.19,Winter,Balanced
2028-01,N05C,656.81,688.43,31.62,497,33,126.87,0.24,Winter,Balanced
2028-01,R03,614.89,803.03,188.14,702,34,33.6,0.01,Winter,Surplus
2028-01,R06,563.25,589.55,26.3,958,24,25.93,0.24,Winter,Balanced
2028-02,M01AB,1298.62,845,-453.63,543,42,198.29,0.22,Winter,Shortage
2028-02,M01AE,1183.61,1768.81,585.2,529,39,167.59,0.18,Winter,Surplus
2028-02,N02BA,884.36,666.48,-217.87,966,22,43.97,0.2,Winter,Shortage
2028-02,N02BE,961.56,1051.42,89.87,1080,84,145.89,0.1,Winter,Balanced
2028-02,N05B,1007.63,1064.64,57.01,800,52,27.35,0.03,Winter,Balanced
2028-02,N05C,1252.33,1776.3,523.97,699,11,21.14,0.12,Winter,Surplus
2028-02,R03,1101.54,1409.77,308.23,936,49,0.51,0.21,Winter,Surplus
2028-02,R06,554.2,418.13,-136.07,1039,68,108.29,0.26,Winter,Shortage
2028-03,M01AB,1437.72,1532.24,94.52,290,35,17.47,0.16,Spring,Balanced
2028-03,M01AE,588.57,651.63,63.06,597,78,19.45,0.09,Spring,Balanced
2028-03,N02BA,172.07,116.47,-55.6,655,81,106.61,0.26,Spring,Shortage
2028-03,N02BE,1493.49,1617.02,123.53,282,64,95.55,0.1,Spring,Balanced
2028-03,N05B,748.88,1018.15,269.27,97,35,139.08,0.11,Spring,Surplus
2028-03,N05C,1115.6,1301.48,185.88,453,82,114.74,0.08,Spring,Balanced
2028-03,R03,1212.02,1122.26,-89.77,876,51,156.18,0.2,Spring,Balanced
2028-03,R06,1158.22,935.3,-222.92,200,59,159.4,0.07,Spring,Balanced
2028-04,M01AB,362.27,380.76,18.49,947,32,59.97,0.08,Spring,Balanced
2028-04,M01AE,1164.12,1340.95,176.83,841,45,195.11,0.14,Spring,Balanced
2028-04,N02BA,128.04,70.18,-57.86,131,33,186.54,0.16,Spring,Shortage
2028-04,N02BE,429.53,386.22,-43.31,973,48,31.21,0.29,Spring,Balanced
2028-04,N05B,830.82,528.14,-302.68,1032,13,128.37,0.14,Spring,Shortage
2028-04,N05C,309.21,371.58,62.38,967,18,72.05,0.27,Spring,Surplus
2028-04,R03,60.77,49.58,-11.2,978,19,153.42,0.21,Spring,Balanced
2028-04,R06,517.09,607.92,90.83,164,55,135.38,0.09,Spring,Balanced
2028-05,M01AB,573.94,602.9,28.97,518,29,63.94,0.17,Spring,Balanced
2028-05,M01AE,538.07,707.97,169.91,630,89,15.81,0.05,Spring,Surplus
2028-05,N02BA,119.82,119.74,-0.08,1052,86,23.27,0.28,Spring,Balanced
2028-05,N02BE,1312.8,1249.9,-62.9,306,57,0.54,0.18,Spring,Balanced
2028-05,N05B,936.15,896.31,-39.84,595,44,91.35,0.12,Spring,Balanced
2028-05,N05C,1103.82,701.32,-402.5,258,80,95.74,0.18,Spring,Shortage
2028-05,R03,885.15,797.93,-87.22,909,39,25.8,0.12,Spring,Balanced
2028-05,R06,269.11,332.18,63.07,516,10,110.7,0.18,Spring,Surplus
2028-06,M01AB,1311.71,1412.69,100.98,854,30,160.7,0.16,Summer,Balanced
2028-06,M01AE,146.54,156.19,9.65,935,24,34.83,0.26,Summer,Balanced
2028-06,N02BA,850.78,1165.51,314.73,120,10,123.07,0.16,Summer,Surplus
2028-06,N02BE,499.11,484.1,-15.02,578,10,40.55,0.09,Summer,Balanced
2028-06,N05B,1193.37,1689.56,496.19,893,24,61.74,0.06,Summer,Surplus
2028-06,N05C,1027.38,845.64,-181.74,947,12,144.55,0.01,Summer,Balanced
2028-06,R03,625.97,636.16,10.19,696,36,134.61,0.14,Summer,Balanced
2028-06,R06,1220.22,1769.97,549.75,244,45,196.51,0.03,Summer,Surplus
2028-07,M01AB,1227.15,957.59,-269.56,791,21,122.27,0.01,Summer,Shortage
2028-07,M01AE,201.19,126.17,-75.03,224,49,92.14,0.23,Summer,Shortage
2028-07,N02BA,1361.14,1817.63,456.49,696,17,165.35,0.18,Summer,Surplus
2028-07,N02BE,549.06,713.66,164.6,111,72,165.27,0.19,Summer,Surplus
2028-07,N05B,1183.08,1299.68,116.61,656,22,173.33,0.05,Summer,Balanced
2028-07,N05C,640.23,329.29,-310.94,522,15,4.69,0.25,Summer,Shortage
2028-07,R03,1242.54,1600.06,357.53,142,65,45.74,0.2,Summer,Surplus
2028-07,R06,147.76,139.16,-8.59,968,9,37.3,0.06,Summer,Balanced
2028-08,M01AB,598.46,329.84,-268.62,712,44,102.59,0.14,Summer,Shortage
2028-08,M01AE,592.69,793.7,201.01,429,53,101.39,0.02,Summer,Surplus
2028-08,N02BA,134.6,144.54,9.94,422,73,175.67,0.17,Summer,Balanced
2028-08,N02BE,1440.89,790.61,-650.28,104,77,9.29,0.06,Summer,Shortage
2028-08,N05B,825.67,945.86,120.19,90,16,189.22,0.25,Summer,Balanced
2028-08,N05C,466.02,268.98,-197.04,101,87,159.4,0.23,Summer,Shortage
2028-08,R03,1030.42,686.34,-344.08,880,49,138.3,0.22,Summer,Shortage
2028-08,R06,99.05,141.45,42.4,644,84,57.54,0.2,Summer,Surplus
2028-09,M01AB,279.71,155.36,-124.36,145,33,153.31,0.12,Autumn,Shortage
2028-09,M01AE,989.87,1068.68,78.81,157,52,197.71,0.01,Autumn,Balanced
2028-09,N02BA,1452.67,1525.11,72.44,881,54,23.39,0.15,Autumn,Balanced
2028-09,N02BE,279.17,153.82,-125.35,939,88,135.67,0.16,Autumn,Shortage
2028-09,N05B,728.38,1036.08,307.69,584,83,56.48,0.1,Autumn,Surplus
2028-09,N05C,1180.17,1761.41,581.25,398,32,174.92,0.25,Autumn,Surplus
2028-09,R03,360.25,323.98,-36.27,652,49,195.66,0.05,Autumn,Balanced
2028-09,R06,1204.76,1005,-199.76,528,66,115.88,0.25,Autumn,Balanced
2028-10,M01AB,1212.12,1656.27,444.15,266,43,138.56,0.04,Autumn,Surplus
2028-10,M01AE,641.25,672.41,31.16,934,60,12.31,0.19,Autumn,Balanced
2028-10,N02BA,1160.31,1733.6,573.29,929,61,189.88,0.26,Autumn,Surplus
2028-10,N02BE,1363.35,2033.48,670.13,154,12,71.41,0.2,Autumn,Surplus
2028-10,N05B,741.19,680.7,-60.49,247,83,118.96,0.17,Autumn,Balanced
2028-10,N05C,267.34,259.79,-7.56,1008,51,45.31,0.02,Autumn,Balanced
2028-10,R03,1246.42,940.48,-305.95,224,56,9.14,0.21,Autumn,Shortage
2028-10,R06,515.92,642.19,126.27,914,37,39.55,0.15,Autumn,Surplus
2028-11,M01AB,221.84,208.65,-13.19,749,23,138.96,0.05,Autumn,Balanced
2028-11,M01AE,499,456.84,-42.16,420,44,18.72,0.1,Autumn,Balanced
2028-11,N02BA,183.87,115.58,-68.29,974,30,6.67,0.21,Autumn,Shortage
2028-11,N02BE,561.62,351.22,-210.4,124,68,128.6,0.08,Autumn,Shortage
2028-11,N05B,756.95,470.59,-286.36,571,22,119.59,0.24,Autumn,Shortage
2028-11,N05C,661.62,826.93,165.31,588,79,114.64,0.05,Autumn,Surplus
2028-11,R03,425.13,297.02,-128.12,528,24,61.63,0.17,Autumn,Shortage
2028-11,R06,894.35,828.61,-65.73,953,54,35.88,0.22,Autumn,Balanced
2028-12,M01AB,1165.83,1416.36,250.54,363,66,3.41,0.11,Winter,Surplus
2028-12,M01AE,919.11,815.67,-103.45,257,15,62.11,0.09,Winter,Balanced
2028-12,N02BA,421.02,350.61,-70.4,978,58,141.55,0.2,Winter,Balanced
2028-12,N02BE,1217.35,1687.14,469.79,694,19,4.28,0.22,Winter,Surplus
2028-12,N05B,336.35,212.88,-123.46,156,69,46.6,0.27,Winter,Shortage
2028-12,N05C,406.6,293.02,-113.58,598,48,171.89,0.15,Winter,Shortage
2028-12,R03,1022.09,755.39,-266.7,162,58,102.69,0.2,Winter,Shortage
2028-12,R06,1399.6,1568.07,168.47,921,29,77.49,0.11,Winter,Balanced
2029-01,M01AB,1332.84,868.18,-464.67,888,56,66.05,0.02,Winter,Shortage
2029-01,M01AE,298.21,436.95,138.73,723,76,73.71,0.04,Winter,Surplus
2029-01,N02BA,333.67,271.37,-62.31,414,89,79.96,0,Winter,Balanced
2029-01,N02BE,799.41,1136.37,336.96,473,74,159.11,0.1,Winter,Surplus
2029-01,N05B,1154.83,742.75,-412.09,556,13,5.6,0.24,Winter,Shortage
2029-01,N05C,1357.77,1041.98,-315.8,780,78,16.94,0.18,Winter,Shortage
2029-01,R03,743.9,778.06,34.16,262,83,174.33,0.24,Winter,Balanced
2029-01,R06,432.34,610.38,178.04,1003,12,136.67,0.1,Winter,Surplus
2029-02,M01AB,765.85,877.46,111.6,627,34,160.58,0.26,Winter,Balanced
2029-02,M01AE,231.83,336.71,104.88,110,60,132.63,0.23,Winter,Surplus
2029-02,N02BA,1223.56,1768.96,545.4,825,65,160.75,0.3,Winter,Surplus
2029-02,N02BE,908.82,528.9,-379.92,797,41,174.67,0.05,Winter,Shortage
2029-02,N05B,108.84,132.51,23.67,820,86,169.9,0.12,Winter,Surplus
2029-02,N05C,277.37,370.69,93.32,974,39,38.24,0.22,Winter,Surplus
2029-02,R03,781.34,862.84,81.5,828,54,165.83,0.25,Winter,Balanced
2029-02,R06,1072.8,649.48,-423.33,205,20,134.37,0.21,Winter,Shortage
2029-03,M01AB,563.58,777.34,213.76,113,29,122.6,0.09,Spring,Surplus
2029-03,M01AE,509.38,290.81,-218.57,116,21,172.57,0.07,Spring,Shortage
2029-03,N02BA,1051.93,1188.28,136.36,1062,67,28.28,0,Spring,Balanced
2029-03,N02BE,830.06,1224.98,394.92,535,85,71.76,0.1,Spring,Surplus
2029-03,N05B,795.2,748.02,-47.18,566,37,24.82,0.12,Spring,Balanced
2029-03,N05C,122.8,110.12,-12.68,475,87,90.53,0.26,Spring,Balanced
2029-03,R03,809.19,783.28,-25.91,534,28,39.54,0.25,Spring,Balanced
2029-03,R06,983.66,903.95,-79.71,362,86,51.7,0.23,Spring,Balanced
2029-04,M01AB,783.93,643.49,-140.44,479,87,199.15,0.13,Spring,Balanced
2029-04,M01AE,1383.42,1169.01,-214.41,706,43,41.25,0.13,Spring,Balanced
2029-04,N02BA,352.86,176.51,-176.35,701,70,56.64,0.25,Spring,Shortage
2029-04,N02BE,1136.69,1401.38,264.69,698,24,144.7,0.07,Spring,Surplus
2029-04,N05B,1067.18,861.96,-205.22,214,88,15.06,0.22,Spring,Balanced
2029-04,N05C,1075.17,789.71,-285.46,528,66,198.87,0.07,Spring,Shortage
2029-04,R03,109.13,75.29,-33.84,145,19,16.69,0.14,Spring,Shortage
2029-04,R06,1116.46,1324.7,208.24,278,48,175.55,0.23,Spring,Balanced
2029-05,M01AB,1017.23,540.89,-476.35,955,64,8.02,0.24,Spring,Shortage
2029-05,M01AE,501.47,532.77,31.31,671,71,177.36,0.12,Spring,Balanced
2029-05,N02BA,1298.5,996.04,-302.45,563,84,171.82,0.1,Spring,Shortage
2029-05,N02BE,1432.44,890.81,-541.64,287,26,165.59,0,Spring,Shortage
2029-05,N05B,482.49,357.61,-124.89,625,53,37.39,0.13,Spring,Shortage
2029-05,N05C,120.29,87.08,-33.21,663,36,88.01,0.29,Spring,Shortage
2029-05,R03,1217.56,1506.62,289.06,643,71,190.7,0.02,Spring,Surplus
2029-05,R06,467.55,373.13,-94.41,487,85,156.74,0.04,Spring,Shortage
2029-06,M01AB,963.31,600.96,-362.35,1029,41,152.3,0.01,Summer,Shortage
2029-06,M01AE,1301.04,804.9,-496.14,410,57,95.57,0.22,Summer,Shortage
2029-06,N02BA,234.33,220.29,-14.04,143,46,42.85,0.03,Summer,Balanced
2029-06,N02BE,1259.54,1262.64,3.11,362,65,177.69,0.06,Summer,Balanced
2029-06,N05B,447.75,353.26,-94.49,903,74,151.03,0.13,Summer,Shortage
2029-06,N05C,900.57,1081.52,180.96,523,87,100.92,0.24,Summer,Surplus
2029-06,R03,1117.02,1279.58,162.56,527,64,17.95,0.11,Summer,Balanced
2029-06,R06,637.87,344.33,-293.54,499,83,191.15,0.29,Summer,Shortage
2029-07,M01AB,547.92,297.58,-250.34,710,61,78.75,0.28,Summer,Shortage
2029-07,M01AE,237.56,300.16,62.6,698,86,196.26,0.11,Summer,Surplus
2029-07,N02BA,1169.59,985.49,-184.1,168,73,38.81,0.04,Summer,Balanced
2029-07,N02BE,1408.95,1997.4,588.45,604,64,125.27,0.24,Summer,Surplus
2029-07,N05B,131.48,109.76,-21.72,359,58,127.31,0.11,Summer,Balanced
2029-07,N05C,248.3,272.26,23.95,829,27,76.73,0.04,Summer,Balanced
2029-07,R03,319.13,235.35,-83.78,771,57,128.74,0.18,Summer,Shortage
2029-07,R06,1053.24,908.42,-144.82,756,34,41.22,0.14,Summer,Balanced
2029-08,M01AB,1207.38,821.21,-386.17,381,77,82.91,0.06,Summer,Shortage
2029-08,M01AE,636.18,364.07,-272.11,1075,81,11.62,0.18,Summer,Shortage
2029-08,N02BA,383.98,340.52,-43.46,518,46,41.81,0.16,Summer,Balanced
2029-08,N02BE,370.45,499.71,129.26,441,68,162.56,0.1,Summer,Surplus
2029-08,N05B,193.89,207.54,13.65,183,46,143.08,0.07,Summer,Balanced
2029-08,N05C,682.34,533.84,-148.5,675,23,39.49,0.05,Summer,Shortage
2029-08,R03,1377.24,1140.13,-237.11,162,20,152.08,0.1,Summer,Balanced
2029-08,R06,1429.53,1769.66,340.13,977,53,176.24,0.01,Summer,Surplus
2029-09,M01AB,407.88,393.62,-14.26,1086,25,17.88,0.15,Autumn,Balanced
2029-09,M01AE,1046.38,797.08,-249.3,522,88,165.96,0.06,Autumn,Shortage
2029-09,N02BA,1378.31,1452.13,73.82,1093,39,86.46,0.09,Autumn,Balanced
2029-09,N02BE,1095.91,1420.63,324.72,755,78,158.89,0.28,Autumn,Surplus
2029-09,N05B,946.12,1174.73,228.61,1001,30,169.09,0.12,Autumn,Surplus
2029-09,N05C,105.36,95.02,-10.34,553,22,90.34,0.22,Autumn,Balanced
2029-09,R03,554.76,629.52,74.75,425,77,150,0.16,Autumn,Balanced
2029-09,R06,329.97,261.31,-68.66,627,51,76.41,0.03,Autumn,Shortage
2029-10,M01AB,811.09,726.56,-84.53,603,20,161.22,0.09,Autumn,Balanced
2029-10,M01AE,1444.29,1495.76,51.47,679,32,102.44,0.13,Autumn,Balanced
2029-10,N02BA,109.06,56.94,-52.12,176,85,67.07,0.12,Autumn,Shortage
2029-10,N02BE,233.4,288.99,55.59,365,65,187.77,0.15,Autumn,Surplus
2029-10,N05B,1060.27,1437.25,376.98,167,22,62.23,0.28,Autumn,Surplus
2029-10,N05C,788.04,785.88,-2.16,445,28,22.08,0.25,Autumn,Balanced
2029-10,R03,932.78,770.31,-162.47,1089,77,111.32,0.18,Autumn,Balanced
2029-10,R06,334.28,451.75,117.47,446,54,71.54,0.2,Autumn,Surplus
2029-11,M01AB,432.96,574.83,141.87,670,29,157.91,0.04,Autumn,Surplus
2029-11,M01AE,236.6,186.08,-50.52,243,27,149.73,0.25,Autumn,Shortage
2029-11,N02BA,1065.37,1521.99,456.62,982,41,61.6,0.08,Autumn,Surplus
2029-11,N02BE,1053.4,729.87,-323.53,208,40,11.04,0.22,Autumn,Shortage
2029-11,N05B,208.32,167.23,-41.08,972,7,113.1,0.18,Autumn,Balanced
2029-11,N05C,274.4,241.4,-33,303,10,116.75,0.04,Autumn,Balanced
2029-11,R03,208.48,254.58,46.1,863,14,66.01,0.15,Autumn,Surplus
2029-11,R06,66.4,49.72,-16.68,91,14,56.29,0.04,Autumn,Shortage
2029-12,M01AB,1100.18,1444.7,344.52,201,14,155,0.12,Winter,Surplus
2029-12,M01AE,774.83,1050.67,275.84,843,27,27.8,0.02,Winter,Surplus
2029-12,N02BA,1343.3,1192.63,-150.67,994,7,145.08,0.25,Winter,Balanced
2029-12,N02BE,1297.86,1059.05,-238.81,931,68,2.89,0.17,Winter,Balanced
2029-12,N05B,1118.78,1102.01,-16.76,355,78,67.78,0.05,Winter,Balanced
2029-12,N05C,443.59,424.77,-18.82,890,65,156.71,0.23,Winter,Balanced
2029-12,R03,701.52,944.02,242.49,387,33,51.44,0.25,Winter,Surplus
2029-12,R06,585.65,867.46,281.8,114,81,158.49,0.12,Winter,Surplus
2030-01,M01AB,654.68,578.01,-76.67,888,70,109.73,0.28,Winter,Balanced
2030-01,M01AE,398.81,239.51,-159.3,318,41,172.23,0.1,Winter,Shortage
2030-01,N02BA,991.07,842.6,-148.46,673,36,73.68,0.03,Winter,Balanced
2030-01,N02BE,1156.9,1696.33,539.43,275,42,103.57,0.09,Winter,Surplus
2030-01,N05B,790.3,1065.46,275.17,299,25,40.69,0.08,Winter,Surplus
2030-01,N05C,279.55,166.51,-113.04,635,59,23.1,0.05,Winter,Shortage
2030-01,R03,834.57,554.65,-279.91,271,19,63.82,0.07,Winter,Shortage
2030-01,R06,787.5,474.36,-313.14,344,82,181.29,0.22,Winter,Shortage
2030-02,M01AB,813.26,1106.57,293.32,1061,8,2.6,0.12,Winter,Surplus
2030-02,M01AE,1280.9,1083.46,-197.44,240,46,149.36,0.24,Winter,Balanced
2030-02,N02BA,266.07,276.01,9.94,548,80,143.99,0.08,Winter,Balanced
2030-02,N02BE,494.84,665.54,170.7,849,13,152.2,0.2,Winter,Surplus
2030-02,N05B,472.42,323.16,-149.26,942,76,95.09,0.07,Winter,Shortage
2030-02,N05C,936.43,505.99,-430.45,310,46,41.6,0.29,Winter,Shortage
2030-02,R03,532.54,791.25,258.71,705,86,161.81,0.1,Winter,Surplus
2030-02,R06,42.9,37.85,-5.06,345,15,107.9,0.27,Winter,Balanced
2030-03,M01AB,600.32,798.16,197.84,286,83,89.33,0.15,Spring,Surplus
2030-03,M01AE,1225.2,734.18,-491.02,511,74,125.89,0.06,Spring,Shortage
2030-03,N02BA,952.38,1355.87,403.49,396,80,6.97,0.07,Spring,Surplus
2030-03,N02BE,486.15,437.11,-49.04,271,57,41.1,0.29,Spring,Balanced
2030-03,N05B,1380.23,754.97,-625.25,893,31,81.33,0.07,Spring,Shortage
2030-03,N05C,954.44,1088.43,133.99,398,24,148.3,0.16,Spring,Balanced
2030-03,R03,990.77,766.85,-223.93,1063,10,98.1,0.04,Spring,Shortage
2030-03,R06,386.54,306.02,-80.52,425,82,46.46,0.09,Spring,Shortage
